Shipment Attribution,Barcode,Quantity Remaining,MRP,Cost Price,Minimum Price,Shelf Score,Date of Shelving,Expiry Date
240729BD,5524031117940,47,310.66,230.68,242.21400000000003,0.9975437973484849,2024-07-29,2024-10-03
240729BE,1374644357806,201,202.07,122.18,128.28900000000002,0.9998724365234375,2024-07-29,2024-08-23
240203DA,2168494776151,380,308.87,220.42,231.441,0.6632039835164835,2024-02-03,2024-08-03
240203DB,6079913241894,103,479.81,371.7,390.285,0.5754974365234374,2024-02-03,2025-02-17
240203DC,6400454451965,351,424.14,283.4,297.57,0.23082582052651937,2024-02-03,2024-12-07
240203DD,2764870889303,19,485.66,295.58,310.359,0.3912574716862416,2024-02-03,2024-11-27
240516EA,1885386949733,414,55.98,49.83,52.3215,0.9170876345888921,2024-05-16,2025-07-21
240516EB,3348353436381,209,337.58,299.26,314.223,0.8616096928434551,2024-05-16,2025-10-28
240516EC,2974785865598,200,311.37,264.55,277.77750000000003,0.9129464285714286,2024-05-16,2024-06-27
240516ED,9471443645365,354,492.25,302.53,317.6565,0.98271484375,2024-05-16,2024-09-13
240516EE,8118777908898,250,28.11,17.43,18.3015,0.6486099085856958,2024-05-16,2025-06-08
240909AA,8068700962471,335,308.95,209.37,219.8385,0.9353582495558785,2024-09-09,2025-10-01
240909AB,2081796341037,423,210.19,140.45,147.4725,0.0,2024-09-09,2024-07-18
240909AC,9882839546088,133,245.8,187.97,197.3685,0.9374605982843107,2024-09-09,2026-03-11
240101BA,4887387328514,161,59.52,50.46,52.983000000000004,0.4911504424778761,2024-01-01,2024-04-23
240101BB,4243802214885,119,321.05,267.55,280.9275,0.2986111111111111,2024-01-01,2024-02-06
240705DA,1904792486473,76,485.11,393.35,413.01750000000004,0.9004083386731072,2024-07-05,2025-05-18
240705DB,1440710811309,140,25.28,15.59,16.369500000000002,0.998046875,2024-07-05,2024-07-21
240429DA,5112203895591,357,92.99,78.01,81.91050000000001,0.7609814530280581,2024-04-29,2025-08-29
240429DB,5524031117940,225,310.66,210.2,220.71,0.984375,2024-04-29,2024-05-07
240725DA,7111402598169,220,253.79,173.72,182.406,0.8378108801568886,2024-07-25,2025-07-27
240725DB,9341222702392,391,207.46,153.34,161.007,0.950700561205546,2024-07-25,2025-08-13
240725DC,2668380592920,241,425.92,292.7,307.335,0.9949946384803922,2024-07-25,2025-04-06
240725DD,5334981206381,444,328.76,226.08,237.38400000000001,0.9224280532525511,2024-07-25,2024-10-31
240127CA,3046223091366,363,373.29,275.77,289.5585,0.33064516129032256,2024-01-27,2024-03-29
240127CB,5334981206381,266,328.76,209.93,220.4265,0.3599374505537975,2024-01-27,2024-12-08
240127CC,9550889811760,173,480.18,310.4,325.92,0.3506944444444444,2024-01-27,2024-03-03
240127CD,7538675410397,402,220.23,197.91,207.8055,0.6255128342919829,2024-01-27,2025-07-07
241216DA,7784851719923,433,21.64,17.04,17.892,0.9996718577849559,2024-12-16,2026-01-10
241216DB,3000161243260,57,242.45,174.74,183.477,0.0,2024-12-16,2024-12-15
241216DC,8562587170545,225,327.95,255.23,267.9915,0.99993896484375,2024-12-16,2025-04-29
240402BA,4799124724315,344,181.18,118.63,124.5615,0.9772688126468275,2024-04-02,2025-08-13
240402BB,2005707746631,109,488.48,345.23,362.49150000000003,0.5555565370527725,2024-04-02,2025-03-26
240708AA,7193208938982,0,75.87,59.69,62.6745,0.8981662602816227,2024-07-08,2025-08-26
240708AB,5524031117940,420,310.66,204.09,214.2945,0.9861886935763888,2024-07-08,2025-10-01
240708AC,2676489428461,332,56.63,41.33,43.3965,0.9083442534787588,2024-07-08,2025-11-18
240206DA,9366403560281,417,398.69,337.13,353.98650000000004,0.865358395317492,2024-02-06,2025-10-24
240206DB,7111402598169,371,253.79,220.41,231.4305,0.5466575358260861,2024-02-06,2025-04-14
240206DC,5112203895591,304,92.99,72.72,76.35600000000001,0.5860655737704918,2024-02-06,2024-04-07
240206DD,9366403560281,242,398.69,306.07,321.3735,0.5557291666666667,2024-02-06,2024-04-06
241128EA,7538675410397,237,220.23,168.63,177.0615,0.0,2024-11-28,2024-10-28
241128EB,7009664627837,382,292.8,251.38,263.949,0.9999997374364885,2024-11-28,2026-07-11
241128EC,8493556002921,378,403.34,289.9,304.395,0.9945270346223022,2024-11-28,2026-01-19
241128ED,3270110394259,78,276.68,238.83,250.77150000000003,0.99993896484375,2024-11-28,2025-10-28
241128EE,9792841352355,175,76.59,48.34,50.757000000000005,0.999411324474299,2024-11-28,2025-03-15
240129AA,7417081143053,121,46.68,28.87,30.3135,0.6190301735048259,2024-01-29,2025-08-05
240317CA,2668380592920,187,425.92,276.53,290.3565,0.6809206170550848,2024-03-17,2024-11-08
240317CB,1530281751828,30,174.5,137.63,144.5115,0.6323881335475698,2024-03-17,2025-06-21
240206BA,7118631998839,137,114.2,68.7,72.135,0.6194199901516154,2024-02-06,2025-09-18
240206BB,7909647285748,152,435.69,305.86,321.153,0.8108684671336207,2024-02-06,2025-04-16
